start,end,shop,pos,equipment,reason,job,duration,note
2021-01-04 08:00:00,2021-01-04 08:50:00,ЦЛП R250,600,Подъемный цепной конвейер,,сварочные работы,0.83,работы
2021-01-04 08:00:00,2021-01-04 08:50:00,ЦЛП R250,600,Подъемный цепной конвейер,,замена,0.83,1-го метра тяговой цепи
2021-01-04 09:50:00,2021-01-04 11:10:00,ЦТГ,510,Конвейер-элеватор,,чистка,1.33,элеватора
2021-01-04 09:50:00,2021-01-04 11:10:00,ЦТГ,510,Конвейер-элеватор,,регулировка,1.33,ленты
2021-01-05 08:30:00,2021-01-05 09:30:00,ЦТГ,510,Конвейер-элеватор,,чистка,1.0,элеватора
2021-01-05 08:30:00,2021-01-05 09:30:00,ЦТГ,510,Конвейер-элеватор,,регулировка,1.0,ленты
2021-01-05 09:00:00,2021-01-05 09:30:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена звена,0.5,тяговой цепи
2021-01-06 10:30:00,2021-01-06 11:35:00,ЛСБ,10,Транспортер ленточный подачи бревен,,срезание,1.08,саморезов крепления пластика
2021-01-06 10:30:00,2021-01-06 11:35:00,ЛСБ,10,Транспортер ленточный подачи бревен,,замена,1.08,подшипниковой опоры натяжного ролика
2021-01-07 14:30:00,2021-01-07 15:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,сварочные работы,0.5,работы
2021-01-07 14:30:00,2021-01-07 15:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,выравнивание,0.5,
2021-01-08 09:00:00,2021-01-08 09:20:00,ЦТГ 2,40,Топка,,сварочные работы,0.33,работы
2021-01-09 15:00:00,2021-01-09 15:15:00,ЦСС,1,Транспортёр цепной подачи пакетов,,установка,0.25,направляющей тяговой цепи
2021-01-09 20:20:00,2021-01-09 20:35:00,ЦЛП R250,90,Окорочный станок,,установка,0.25,болта крепления ножа второго ротора
2021-01-10 09:20:00,2021-01-10 09:40:00,ЛСБ,10,Транспортер ленточный подачи бревен,,натяжка,0.33,транспортераной ленты
2021-01-10 14:20:00,2021-01-10 14:40:00,ЦТГ,020,Дисковое сито,,замена звена,0.33,приводной цепи
2021-01-11 09:00:00,2021-01-11 09:15:00,ЦЛП R250,90,Окорочный станок,,замена,0.25,во время технологического простоя ножа 1-го ротора
2021-01-11 13:20:00,2021-01-11 16:20:00,ЛСБ,1,Грузовой стол 1,,замена,3.0,защитной панели
2021-01-11 13:20:00,2021-01-11 16:20:00,ЛСБ,1,Грузовой стол 1,,замена,3.0,
2021-01-11 13:20:00,2021-01-11 16:20:00,ЛСБ,1,Грузовой стол 1,,сварочные работы,3.0,работы
2021-01-12 10:15:00,2021-01-12 11:00:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,проверка,0.75,"левый вал:
биение вращения - 0.03 мм.
ход вала - 0,06 мм.
правый вал:
биение вращения - 0.04 мм.
ход вала - 0.09 мм. биения валов"
2021-01-13 08:30:00,2021-01-13 09:30:00,ЦТГ,070,Сушильный барабан,,демонтаж,1.0,заклинил подшипник двигателя мотор-редуктора
2021-01-13 10:00:00,2021-01-13 10:15:00,ЦЛП R250,80,Цепной конвейер для бревен,,установка,0.25,защитной панели мотор-редуктора
2021-01-14 02:00:00,2021-01-14 06:00:00,ЛСБ,10,Транспортер ленточный подачи бревен,,демонтаж,4.0,барабана
2021-01-14 02:00:00,2021-01-14 06:00:00,ЛСБ,10,Транспортер ленточный подачи бревен,,замена,4.0,вала ведомого барабана
2021-01-14 08:10:00,2021-01-14 08:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,регулировка,0.33,ножей расклинивающих
2021-01-14 08:10:00,2021-01-14 08:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,обрезной,0.33,блок
2021-01-15 08:00:00,2021-01-15 15:25:00,ЛСБ,10,Транспортер ленточный подачи бревен,,замена,7.42,вала ведомого барабана
2021-01-15 08:00:00,2021-01-15 15:25:00,ЛСБ,10,Транспортер ленточный подачи бревен,,установка,7.42,барабана
2021-01-15 08:00:00,2021-01-15 15:25:00,ЛСБ,10,Транспортер ленточный подачи бревен,,регулировка,7.42,ленты
2021-01-15 09:00:00,2021-01-15 10:15:00,ЦЛП R250,,KAESER ASD 47 T,,демонтаж,1.25,во время работы цеха двигателя
2021-01-16 09:00:00,2021-01-16 09:25:00,ЛСБ,1,Грузовой стол 1,,замена звена,0.42,тяговой цепи
2021-01-16 09:00:00,2021-01-16 10:00:00,ЦЛП R250,440,1 Подвесное сито BK-SH 11/3,,сварочные работы,1.0,во время технологического простоя работы
2021-01-17 08:20:00,2021-01-17 14:30:00,ЦТГ,240,Молотковая мельница CPM MAGNUM 54x30,,устранение,6.17,заломышей в соединительной муфте
2021-01-17 09:00:00,2021-01-17 09:40:00,ЛСБ,5,Питатель с механизмом сброса 2,,сварочные работы,0.67,работы
2021-01-18 10:30:00,2021-01-18 11:30:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,,замена,1.0,штока пневмоцилиндра подачи направляющей увязочной ленты
2021-01-18 13:30:00,2021-01-18 14:20:00,ЦТГ 2,20,Дисковое сито,,укорачивание,0.83,приводной цепи
2021-01-19 12:00:00,2021-01-19 13:00:00,ЦЛП R250,610,Конвейер с поворачивающимися катками вместе с движущимся ленточным упором,,замена,1.0,во время технологического простоя ленты
2021-01-19 12:00:00,2021-01-19 13:00:00,ЦЛП R250,890,Кассеты для прокладок,,протяжка,1.0,во время технологического простоя болтов крепления захватов реек
2021-01-19 12:00:00,2021-01-19 13:00:00,ЦЛП R250,610,Конвейер с поворачивающимися катками вместе с движущимся ленточным упором,,регулировка,1.0,во время технологического простоя ленты
2021-01-20 08:00:00,2021-01-20 12:00:00,ЛСБ,14,3 Маслостанция3 ЛТ-2,,замена,4.0,масла
2021-01-20 09:00:00,2021-01-20 09:45:00,ЦТГ 2,,вентилятор охлаждения мультициклона,,демонтаж,0.75,вибрация двигателя эл.двигателя
2021-01-21 08:00:00,2021-01-21 10:00:00,ЛСБ,1,Грузовой стол 1,,канала,2.0,
2021-01-21 18:30:00,2021-01-21 19:00:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена звена,0.5,приводной цепи
2021-01-22 13:15:00,2021-01-22 14:10:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена,0.92,подшипниковой опоры механизма сброса
2021-01-22 13:15:00,2021-01-22 14:10:00,ЛСБ,2,Питатель с механизмом сброса 1,,сварочные работы,0.92,работы панели сбрасывателя
2021-01-23 08:00:00,2021-01-23 08:35:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сварочные работы,0.58,работы
2021-01-24 10:00:00,2021-01-24 10:15:00,ЦЛП R250,100,Цепной конвейер для бревен,,натяжка,0.25,тяговой цепи
2021-01-24 13:40:00,2021-01-24 14:00:00,ЛСБ,9,"Транспортёр цепной, подачи брёвен 2",,сварочные работы,0.33,работы
2021-01-25 19:15:00,2021-01-25 19:45:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,0.5,скользящей направляющей
2021-01-26 08:40:00,2021-01-26 09:20:00,ЦЛП R250,940,Ленточный конвейер,,заклинивание,0.67,подшипников нижнего ролика
2021-01-26 08:40:00,2021-01-26 09:20:00,ЦЛП R250,940,Ленточный конвейер,,демонтж,0.67,нижнего ролика транспортера
2021-01-28 12:00:00,2021-01-28 15:30:00,ЛСБ,4,Грузовой стол 2,,замена,3.5,ведущего вала
2021-01-29 08:10:00,2021-01-29 08:30:00,ЦЛП R250,90,Окорочный станок,,замена,0.33,ножа 2-го ротара
2021-01-30 08:20:00,2021-01-30 09:20:00,ЦЛП R250,90,Окорочный станок,,замена,1.0,во время технологического простоя приводных ремней
2021-02-01 10:00:00,2021-02-01 10:10:00,ЦСС,18,Пакета-формирующая машина,,замена,0.17,болтов крепления упоров ряда доски
2021-02-02 12:00:00,2021-02-02 13:15:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,замена,1.25,приводного ремня пильного вала
2021-02-03 12:00:00,2021-02-03 13:10:00,ЦСС,8,Транспортёр цепной с установкой поштучной торцовки доски,,замена,1.17,2-х скользящих направляющих
2021-02-06 08:30:00,2021-02-06 08:50:00,ЦЛП R250,580,Цепные направляющие,,натяжка,0.33,тяговых цепей
2021-02-07 08:00:00,2021-02-07 08:15:00,ЦЛП R250,820,Подаватель досок PLC TongLoader,,замена,0.25,опорного ролика
2021-02-08 16:30:00,2021-02-08 17:00:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,тяговой цепи
2021-02-09 10:15:00,2021-02-09 10:40:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена звена,0.42,тяговой цепи
2021-02-12 12:30:00,2021-02-12 12:45:00,ЦЛП R250,90,Окорочный станок,,замена,0.25,во время технологического простоя ножа 1-го ротора
2021-02-16 10:00:00,2021-02-16 10:30:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,тяговой цепи
2021-02-17 08:10:00,2021-02-17 09:40:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,сварочные работы,1.5,работы
2021-02-18 14:00:00,2021-02-18 14:20:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.33,пальца ролика
2021-02-18 14:00:00,2021-02-18 14:20:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.33,ролика
2021-02-19 08:10:00,2021-02-19 09:15:00,ЦТГ,020,Дисковое сито,,замена,1.08,приводной звездочки
2021-02-19 08:10:00,2021-02-19 09:15:00,ЦТГ,020,Дисковое сито,,замена,1.08,приводной цепи
2021-02-20 12:05:00,2021-02-20 12:15:00,ЦЛП R250,260,Гидроузел,,доливка,0.17,масла
2021-02-21 08:20:00,2021-02-21 10:00:00,ЦЛП R250,,компрессор ВК-25 (№2),,замена,1.67,масла
2021-02-21 08:20:00,2021-02-21 10:00:00,ЦЛП R250,,компрессор ВК-25 (№2),,замена,1.67,фильтров
2021-02-22 10:20:00,2021-02-22 10:40:00,ЦСС,3,Транспортёр ленточный отвода прокладок,,регулировка,0.33,
2021-02-23 09:00:00,2021-02-23 09:20:00,ЦЛП R250,1130,Цепные направляющие для промежуточных брусков,,перескочила,0.33,тяговая цепь
2021-02-23 09:00:00,2021-02-23 09:20:00,ЦЛП R250,1130,Цепные направляющие для промежуточных брусков,,натяжка,0.33,тяговых цепей
2021-02-25 08:15:00,2021-02-25 09:10:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сварочные работы,0.92,во время чистки транспортера поз.6 работы
2021-02-25 08:15:00,2021-02-25 09:10:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,защитная,0.92,во время чистки транспортера поз.6 панель
2021-02-26 09:00:00,2021-02-26 10:00:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,замена звена,1.0,тяговой цепи
2021-02-28 11:10:00,2021-02-28 11:25:00,ЦЛП R250,610,Конвейер с поворачивающимися катками вместе с движущимся ленточным упором,,замена,0.25,приводного ремня
2021-03-01 08:30:00,2021-03-01 09:20:00,ЦЛП R250,590,Цепные направляющие,,натяжка,0.83,тяговых цепей
2021-03-02 08:10:00,2021-03-02 08:30:00,ЦЛП R250,90,Окорочный станок,,замена,0.33,болтов крепления 2х ножей (1й ротор)
2021-03-03 09:10:00,2021-03-03 10:10:00,ЦЛП R250,1050,Роликовый конвейер,,замена,1.0,разъёмного соединения (пневматика)
2021-03-05 08:00:00,2021-03-05 11:00:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена звена,3.0,тяговой цепи
2021-03-05 08:00:00,2021-03-05 11:00:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена,3.0,скребка
2021-03-06 09:00:00,2021-03-06 09:30:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,сварочные работы,0.5,работы
2021-03-08 09:20:00,2021-03-08 14:15:00,ЦТГ,140,Скребковый конвейер,,замена,4.92,защитного кожуха
2021-03-08 09:20:00,2021-03-08 14:15:00,ЦТГ,140,Скребковый конвейер,,заклинивание,4.92,тяговой цепи
2021-03-08 09:20:00,2021-03-08 14:15:00,ЦТГ,140,Скребковый конвейер,,сварочные работы,4.92,работы
2021-03-09 09:40:00,2021-03-09 10:25:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.75,верхней скользящей направляющей
2021-03-10 10:20:00,2021-03-10 11:00:00,,,Установка для тоцовки пакетов досок АВАНГАРД-ТП-1200,,замена,0.67,подшипника натяжного ролика цепи
2021-03-12 11:40:00,2021-03-12 12:25:00,ЛСБ,1,Грузовой стол 1,,сварочные работы,0.75,работы приводной звездочки
2021-03-12 11:40:00,2021-03-12 12:25:00,ЛСБ,1,Грузовой стол 1,,укорачивание,0.75,приводной цепи
2021-03-13 22:30:00,2021-03-13 23:10:00,ЛСБ,5,Питатель с механизмом сброса 2,,сход,0.67,тяговой цепи
2021-03-14 20:10:00,2021-03-14 20:30:00,ЦЛП R250,90,Окорочный станок,,подающий,0.33,транспортер
2021-03-14 20:10:00,2021-03-14 20:30:00,ЦЛП R250,90,Окорочный станок,,замена,0.33,приводных ремней
2021-03-15 09:20:00,2021-03-15 10:45:00,ЛСБ,2,Питатель с механизмом сброса 1,,чистка,1.42,приводныъх звездочек
2021-03-15 09:20:00,2021-03-15 10:45:00,ЛСБ,2,Питатель с механизмом сброса 1,,укорачивание,1.42,приводной цепи
2021-03-16 08:30:00,2021-03-16 08:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,пальца ролика
2021-03-16 08:30:00,2021-03-16 08:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,ролика
2021-03-19 12:00:00,2021-03-19 13:10:00,ЦСС,,Накопительный карман №12,,замена звена,1.17,тяговой цепи
2021-03-19 12:00:00,2021-03-19 13:10:00,ЦСС,,Накопительный карман №12,,выравнивание,1.17,подвижной рамы
2021-03-20 18:10:00,2021-03-20 18:30:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,,замена,0.33,шпильки натяжителя тяговой цепи
2021-03-21 13:25:00,2021-03-21 13:45:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,,заклинивание,0.33,упаковочной ленты
2021-03-22 11:10:00,2021-03-22 11:35:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.42,тяговой цепи
2021-03-23 08:05:00,2021-03-23 08:25:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.33,скользящей направляющей
2021-03-24 08:20:00,2021-03-24 10:00:00,,,Стол перегрузочный,,износ,1.67,во время технологического простоя резьбы захвата контейнера
2021-03-24 08:20:00,2021-03-24 10:00:00,,,Стол перегрузочный,,замена,1.67,во время технологического простоя захвата
2021-03-27 10:15:00,2021-03-27 10:30:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.25,тяговой цепи
2021-03-28 14:40:00,2021-03-28 15:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.33,РВД
2021-03-29 08:45:00,2021-03-29 09:00:00,ЛСБ,14,1 Маслостанция1 механизмов сброса,,протяжка,0.25,РВД
2021-03-30 17:50:00,2021-03-30 18:05:00,ЛСБ,10,Транспортер ленточный подачи бревен,,замена,0.25,
2021-03-30 17:50:00,2021-03-30 18:05:00,ЛСБ,10,Транспортер ленточный подачи бревен,,замена,0.25,вала натяжного ролика
2021-03-31 18:10:00,2021-03-31 19:00:00,ЦСС,20,Рольганг отвода пакетов на упаковочную машину,,смещение,0.83,тяговой звездочки
2021-03-31 18:10:00,2021-03-31 19:00:00,ЦСС,20,Рольганг отвода пакетов на упаковочную машину,,сход,0.83,тяговой цепи
2021-04-01 13:20:00,2021-04-01 15:30:00,,47,ЦЛП  Транспортёр цепной скребковый отвода щепы,,панель,2.17,транспортера
2021-04-01 13:20:00,2021-04-01 15:30:00,,47,ЦЛП  Транспортёр цепной скребковый отвода щепы,,сварочные работы,2.17,работы
2021-04-02 08:55:00,2021-04-02 09:20:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.42,верхней скользящей направляющей
2021-04-03 08:10:00,2021-04-03 09:10:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.0,роликов
2021-04-03 08:10:00,2021-04-03 09:10:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,установка,1.0,сбрасывателя
2021-04-06 10:00:00,2021-04-06 10:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,направляющая,0.5,боковой доски
2021-04-06 10:00:00,2021-04-06 10:30:00,ЦЛП R250,230,Лесопильный агрегат HewSaw R250SE,,сварочные работы,0.5,работы
2021-04-07 10:45:00,2021-04-07 11:05:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.33,гидроцилиндра сбрасывателя 30 кармана
2021-04-09 13:00:00,2021-04-09 19:10:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,6.17,приводных звездочек
2021-04-10 10:00:00,2021-04-10 10:25:00,ЦЛП R250,30,Подъемный цепной конвейер,,привод,0.42,рольгангов
2021-04-10 10:00:00,2021-04-10 10:25:00,ЦЛП R250,30,Подъемный цепной конвейер,,укорачивание,0.42,приводной цепи
2021-04-11 13:00:00,2021-04-11 13:20:00,ЛСБ,1,Грузовой стол 1,,замена звена,0.33,тяговой цепи
2021-04-12 16:00:00,2021-04-12 16:20:00,ЛСБ,1,Грузовой стол 1,,замена звена,0.33,тяговой цепи
2021-04-13 08:30:00,2021-04-13 09:50:00,,,Стол перегрузочный,,замена,1.33,захвата контейнера
2021-04-14 08:40:00,2021-04-14 09:00:00,ЦТГ,360,Пресс-Гранулятор CPM CALIFORNIA 7932-5,,замена звена,0.33,пневмотрубки
2021-04-15 10:20:00,2021-04-15 10:50:00,ЦТГ,,компрессор KAESER SK 22 T,,протяжка,0.5,РВД отвода конденсата
2021-04-16 08:00:00,2021-04-16 10:10:00,ЦТГ,,компрессор KAESER SK 22 T,,замена,2.17,масла
2021-04-16 08:00:00,2021-04-16 10:10:00,ЦТГ,,компрессор KAESER SK 22 T,,замена,2.17,маслосепаратора
2021-04-16 08:00:00,2021-04-16 10:10:00,ЦТГ,,компрессор KAESER SK 22 T,,замена,2.17,масленного фильтра
2021-04-16 08:00:00,2021-04-16 10:10:00,ЦТГ,,компрессор KAESER SK 22 T,,замена,2.17,воздушного фильтра
2021-04-16 08:00:00,2021-04-16 10:10:00,ЦТГ,,компрессор KAESER SK 22 T,,замена,2.17,приводного ремня
2021-04-16 08:00:00,2021-04-16 10:10:00,ЦТГ,,компрессор KAESER SK 22 T,,замена,2.17,конденсатоотводчика
2021-04-17 16:15:00,2021-04-17 16:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,пальца
2021-04-17 16:15:00,2021-04-17 16:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,ролика
2021-04-18 08:00:00,2021-04-18 12:40:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,,застревание,4.67,фрагмента ленты в направляющей сварочного штемпеля
2021-04-19 10:20:00,2021-04-19 16:30:00,,,Пилорамма Р-63,,замена,6.17,пильной рамки
2021-04-21 08:30:00,2021-04-21 09:10:00,ЦТГ,250,Аспирационная труботрасса,,устранение,0.67,разломов трубопровода
2021-04-22 10:20:00,2021-04-22 10:40:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.33,тяговой цепи
2021-04-23 09:30:00,2021-04-23 09:50:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.33,ролика
2021-04-23 09:30:00,2021-04-23 09:50:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.33,пальца
2021-04-24 10:20:00,2021-04-24 10:40:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена звена,0.33,РВД
2021-04-24 10:20:00,2021-04-24 10:40:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,установка,0.33,быстросъемного соединения
2021-04-25 15:00:00,2021-04-25 15:20:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,,сварочные работы,0.33,работы
2021-04-26 16:00:00,2021-04-26 16:10:00,ЦЛП R250,880,Штабеле-формирующее устройство,,замена,0.17,уплотнения пневмоцилиндра
2021-04-27 08:25:00,2021-04-27 08:50:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.42,пальца
2021-04-27 08:25:00,2021-04-27 08:50:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.42,ролика
2021-04-28 14:00:00,2021-04-28 17:20:00,ЦЛП R250,,компрессор ВК-25 (№2),,замена,3.33,во время работы цеха масла
2021-04-28 14:00:00,2021-04-28 17:20:00,ЦЛП R250,,компрессор ВК-25 (№2),,замена,3.33,во время работы цеха фильтров
2021-04-28 14:00:00,2021-04-28 17:20:00,ЦЛП R250,,компрессор ВК-25 (№2),,замена,3.33,во время работы цеха РВД
2021-04-28 14:00:00,2021-04-28 17:20:00,ЦЛП R250,,компрессор ВК-25 (№2),,чистка,3.33,во время работы цеха радиатора
2021-04-29 10:00:00,2021-04-29 14:00:00,ЦЛП R250,,компрессор ВК-25 (№2),,замена,4.0,во время работы цеха РВД
2021-04-30 10:20:00,2021-04-30 11:30:00,ЦЛП R250,30,Подъемный цепной конвейер,,замена,1.17,во время технологического простоя подшипниковой опоры ролика
2021-04-30 10:20:00,2021-04-30 11:30:00,ЦЛП R250,30,Подъемный цепной конвейер,,установка,1.17,во время технологического простоя ролика
2021-05-01 08:00:00,2021-05-01 19:00:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,демонтаж,11.0,во время технологического простоя направляющих швеллеров грузового кармана № 4
2021-05-02 13:00:00,2021-05-02 13:30:00,ЛСБ,5,Питатель с механизмом сброса 2,,снятие,0.5,эл. двигателя
2021-05-03 08:10:00,2021-05-03 16:20:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена,8.17,подшипниковой опоры мотор-редуктора привода питателя
2021-05-04 11:30:00,2021-05-04 12:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,установка,1.0,шпонки
2021-05-04 11:30:00,2021-05-04 12:30:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,1.0,сварочных швов
2021-05-06 10:40:00,2021-05-06 11:10:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,тяговой цепи
2021-05-07 11:40:00,2021-05-07 12:00:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.33,приводной цепи
2021-05-09 09:00:00,2021-05-09 09:15:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,ролика
2021-05-09 09:00:00,2021-05-09 09:15:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.25,пальца
2021-05-10 18:15:00,2021-05-10 18:25:00,ЦСС,18,Пакета-формирующая машина,,натяжка,0.17,тяговой цепи
2021-05-11 08:40:00,2021-05-11 09:15:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.58,РВД
2021-05-13 09:30:00,2021-05-13 09:40:00,ЦСС,18,Пакета-формирующая машина,,замена,0.17,пальца крепления пневмоцилиндра
2021-05-14 14:10:00,2021-05-14 14:40:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,приводной цепи
2021-05-15 08:00:00,2021-05-15 08:10:00,ЦЛП R250,410,Скребковый конвейер,,натяжка,0.17,тяговой цепи
2021-05-16 11:15:00,2021-05-16 11:45:00,ЛСБ,1,Грузовой стол 1,,замена звена,0.5,приводной цепи
2021-05-17 10:00:00,2021-05-17 14:00:00,ЛСБ,1,Грузовой стол 1,,установка,4.0,ведущего вала
2021-05-18 11:30:00,2021-05-18 11:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,установка,0.25,пальца крепления гидроцилиндра
2021-05-19 15:15:00,2021-05-19 18:10:00,ЦТГ,360,Пресс-Гранулятор CPM CALIFORNIA 7932-5,,сборка,2.92,ролика пресса
2021-05-20 17:45:00,2021-05-20 18:30:00,ЛСБ,1,Грузовой стол 1,,замена звена,0.75,тяговой цепи
2021-05-21 11:50:00,2021-05-21 13:00:00,ЦЛП R250,30,Подъемный цепной конвейер,,натяжка,1.17,
2021-05-21 11:50:00,2021-05-21 13:00:00,ЦЛП R250,30,Подъемный цепной конвейер,,заклинивание,1.17,приводной цепи
2021-05-22 15:00:00,2021-05-22 15:20:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена звена,0.33,тяговой цепи
2021-05-25 13:10:00,2021-05-25 15:00:00,ЦТГ,400,Охладитель,,износ,1.83,резьбового соединения крепления тяги шибера
2021-05-27 10:15:00,2021-05-27 11:10:00,ЦЛП R250,1070,Автомат упаковки (обвязки) с установкой брусков под пакет,,замена,0.92,во время технологического простоя пневмоцилиндра механизма перемещения обвязочной головы
2021-05-28 13:20:00,2021-05-28 16:45:00,ЦЛП R250,20,Стол подачи бревен 2,,замена,3.42,во время технологического простоя уплотнения подшипниковой опоры
2021-05-28 13:20:00,2021-05-28 16:45:00,ЦЛП R250,20,Стол подачи бревен 2,,попададие,3.42,во время технологического простоя увязочной проволоки на ведущий вал
2021-05-29 08:30:00,2021-05-29 09:00:00,ЦЛП R250,70,Устройство для разворота брёвен,,проверка,0.5,ремонта не требуется системы смазки
2021-05-30 10:30:00,2021-05-30 11:00:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.5,тяговых цепей
2021-05-31 09:00:00,2021-05-31 12:00:00,ЦТГ,050,Мультициклон,,сварочные работы,3.0,во время технологического простоя работы
2021-06-02 10:00:00,2021-06-02 10:05:00,ЦЛП R250,360,Скребковый конвейер,,натяжка,0.08,тяговых цепей
2021-06-03 08:30:00,2021-06-03 09:25:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена,0.92,скребка
2021-06-04 15:45:00,2021-06-04 16:00:00,ЦЛП R250,580,Цепные направляющие,,замена,0.25,болта крепления скользчщей направляющей
2021-06-05 22:00:00,2021-06-05 22:10:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,0.17,сварочных швов кронштейна крепления пневмоцилиндра
2021-06-06 16:45:00,2021-06-06 17:00:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,,замена,0.25,РВД
2021-06-08 05:00:00,2021-06-08 05:20:00,ЦСС,12,Транспортёр цепной отвода досок от накопителей 1,,замена звена,0.33,приводной цепи
2021-06-15 09:00:00,2021-06-15 09:15:00,ЦСС,21,Упаковочная машина+пакетоформирующий пресс,,сварочные работы,0.25,наращивание направляющих работы
2021-06-17 14:00:00,2021-06-17 14:30:00,ЦЛП R250,1020,Лифт для штабелей,,сход,0.5,приводной цепи
2021-06-21 09:00:00,2021-06-21 09:20:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,0.33,скользящей направляющей
2021-06-22 16:50:00,2021-06-22 17:30:00,ЦТГ 2,590,Сито для гранул,,забивание,0.67,воздуховода
2021-06-22 16:50:00,2021-06-22 17:30:00,ЦТГ 2,590,Сито для гранул,,монтаж,0.67,воздуховода
2021-06-24 07:30:00,2021-06-24 08:40:00,ЦЛП R250,600,Подъемный цепной конвейер,,деформация,1.17,тяговой цепи
2021-06-24 07:30:00,2021-06-24 08:40:00,ЦЛП R250,600,Подъемный цепной конвейер,,замена,1.17,1-го метра цепи
2021-06-26 15:00:00,2021-06-26 15:15:00,ЦСС,19,Пакетоукладчик 4-х лифтовый,,бротяжка,0.25,болтов крепления ножа
2021-06-30 10:20:00,2021-06-30 10:25:00,ЦСС,8,Транспортёр цепной с установкой поштучной торцовки доски,,замена звена,0.08,пневмотрубки
